Platform,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Critic_Score,User_Score
Nintendo,0.09,0,0,0.01,71,8.2
Nintendo,0.05,0.04,0,0.01,88,8.3
Microsoft,0.07,0.02,0,0,87,8.5
Nintendo,0.08,0,0,0.01,62,6.2
Playstation,0,0,0.1,0,71,7.7
Nintendo,0.07,0.03,0,0,86,8.4
Playstation,0.02,0.01,0.06,0.01,71,6.5
Microsoft,0.05,0.02,0.02,0,83,8.5
Playstation,0.08,0,0,0.01,74,6.8
Nintendo,0.07,0.02,0,0.01,58,5.9
Nintendo,0.09,0,0,0.01,78,7.7
Nintendo,0.09,0,0,0.01,48,4.8
Microsoft,0.09,0,0,0.01,44,4.8
Microsoft,0.05,0.04,0,0.01,78,6
Microsoft,0.07,0.02,0,0,54,5
Playstation,0.09,0,0,0.01,66,5.3
Microsoft,0.05,0.03,0,0.01,60,7
Microsoft,0.07,0.02,0,0,61,4.1
Playstation,0.05,0.04,0,0.01,61,8.3
Playstation,0.05,0.04,0,0.01,62,8.7
Playstation,0,0.04,0.04,0.01,80,6.2
Microsoft,0.07,0.02,0,0.01,43,1.2
Nintendo,0.08,0,0,0.01,73,7.3
Nintendo,0.09,0,0,0.01,71,7.9
Microsoft,0.07,0.02,0,0,65,6.4
Playstation,0.05,0.03,0,0.02,59,6.3
Playstation,0.08,0,0,0.01,79,8.3
Playstation,0.05,0.04,0,0.01,61,7.8
Nintendo,0.09,0,0,0.01,70,8
Microsoft,0.05,0.03,0,0.01,46,6.5
Microsoft,0.08,0.01,0,0.01,63,6.8
Playstation,0.02,0.02,0.04,0.01,64,7.8
Nintendo,0.07,0.02,0,0,63,4.8
Playstation,0.08,0,0,0.01,68,7.7
Microsoft,0.08,0.01,0,0.01,38,3.5
Nintendo,0.08,0.01,0,0.01,42,1
Playstation,0.05,0.04,0,0.01,61,6.5
Microsoft,0.07,0.02,0,0,84,8.4
Playstation,0.05,0.04,0,0.01,70,8.6
Playstation,0.05,0.04,0,0.01,82,8.5
Nintendo,0.06,0.03,0,0.01,56,7
Playstation,0.06,0.02,0,0.02,80,7.8
Microsoft,0.04,0.04,0.01,0.01,64,5.2
Playstation,0.05,0.04,0,0.01,86,8.7
Nintendo,0.07,0.01,0,0.01,58,8.5
Playstation,0.05,0.04,0,0.01,63,7.3
Playstation,0.05,0.02,0,0.02,44,5.5
Playstation,0.05,0.04,0,0.01,58,6.5
Nintendo,0.09,0,0,0.01,52,7
Microsoft,0.07,0.02,0,0,94,8.7
Nintendo,0.06,0.02,0,0.01,60,6.8
Microsoft,0.07,0.02,0,0,58,8
Playstation,0.08,0,0,0.01,67,3.8
Nintendo,0.09,0,0,0.01,46,7.6
Playstation,0.05,0.04,0,0.01,59,8.6
Playstation,0.08,0,0,0.01,64,6
Playstation,0.05,0.04,0,0.01,73,8.3
Microsoft,0.07,0.02,0,0,71,9.3
Nintendo,0.07,0.01,0,0.01,73,8.6
Playstation,0.04,0.04,0,0.01,71,9
Playstation,0.05,0.03,0,0.01,85,8.8
Playstation,0.04,0.03,0,0.01,71,8.5
Playstation,0.03,0,0.05,0.01,72,7
Playstation,0.08,0,0,0.01,70,8.7
Nintendo,0.08,0,0,0.01,45,8.1
Playstation,0.08,0,0,0.01,44,5.4
Playstation,0.04,0.03,0,0.01,80,9
Microsoft,0.08,0,0,0.01,65,8.8
Playstation,0,0.01,0.08,0,79,7.7
Playstation,0.04,0.03,0,0.01,71,7.8
Playstation,0.07,0,0.02,0.01,68,7.7
Playstation,0.06,0.02,0,0.02,49,5.8
Nintendo,0.05,0.04,0,0.01,48,5
Playstation,0.05,0.03,0,0.02,43,4.5
Microsoft,0.02,0.06,0,0.01,70,7.8
Playstation,0.04,0.03,0,0.01,69,8.7
Playstation,0.08,0,0,0.01,54,8.2
Playstation,0.07,0,0.01,0.01,45,5.8
Playstation,0.08,0,0,0.01,79,8.2
Nintendo,0.08,0.01,0,0.01,69,5.8
Microsoft,0.06,0.02,0,0.01,45,4.5
Nintendo,0.06,0.02,0,0,85,8.6
Playstation,0.07,0,0.01,0.01,64,4.4
Playstation,0.06,0,0.03,0.01,65,7.3
Nintendo,0.05,0,0.04,0,58,7.3
Nintendo,0.08,0,0,0.01,80,8.7
Playstation,0.04,0.03,0,0.01,71,8.6
Nintendo,0,0.01,0.08,0,58,6.4
Nintendo,0.08,0,0.01,0.01,46,7
Playstation,0.06,0.01,0.01,0.01,44,4.6
Playstation,0.03,0.05,0,0.01,67,7.4
Microsoft,0.06,0.02,0,0.01,37,3.6
Playstation,0.08,0,0,0.01,69,7.6
Nintendo,0.08,0,0,0.01,43,5.7
Playstation,0.07,0.01,0,0.01,66,6.8
Playstation,0.06,0.01,0.01,0.01,84,6.8
Microsoft,0.08,0,0,0.01,46,7.3
Playstation,0.03,0.01,0.04,0.01,69,6.6
Playstation,0.04,0.03,0,0.01,67,8.3
Playstation,0.04,0.03,0,0.01,53,5.6
Playstation,0.07,0.01,0,0.01,36,2.8
Nintendo,0.06,0.02,0,0,83,9.5
Microsoft,0.07,0.01,0,0.01,56,5.7
Microsoft,0.07,0.02,0,0,74,9.2
Microsoft,0.07,0.02,0,0,90,8.4
Microsoft,0.07,0.02,0,0,77,8.5
Nintendo,0.07,0,0.02,0,67,5.3
Microsoft,0.07,0.02,0,0,72,8.7
Playstation,0,0,0.09,0,73,7.5
Microsoft,0.04,0.01,0.04,0,78,8.2
Nintendo,0.08,0,0,0.01,48,5.3
Playstation,0.05,0.03,0,0.01,63,7.2
Playstation,0.08,0,0,0.01,63,6.3
Microsoft,0.03,0.05,0,0.01,75,6
Microsoft,0.07,0.02,0,0,76,9.1
Playstation,0.04,0.03,0,0.01,76,8
Nintendo,0.08,0,0,0.01,39,6.4
Playstation,0.06,0,0.02,0.01,75,7.7
Nintendo,0,0.04,0.05,0,71,7.1
Microsoft,0.08,0,0,0.01,59,7.5
Nintendo,0.08,0,0,0.01,45,1.4
Microsoft,0.07,0,0.01,0.01,71,6.6
Microsoft,0.06,0.02,0,0,80,8.5
Playstation,0.04,0.03,0,0.01,78,8.5
Playstation,0.05,0.03,0,0.01,66,8.2
Nintendo,0.08,0,0,0.01,82,8
Playstation,0.05,0.03,0,0.01,85,8.9
Playstation,0.04,0.03,0,0.01,50,8
Nintendo,0.06,0.02,0,0.01,62,5.2
Nintendo,0.08,0,0,0.01,28,2.5
Microsoft,0.06,0.02,0,0,72,6.5
Nintendo,0.07,0.01,0,0.01,79,5.5
Nintendo,0.06,0.02,0,0,55,7
Microsoft,0.06,0.02,0,0,65,7.3
Nintendo,0.06,0.02,0,0,78,7.6
Nintendo,0.06,0.02,0,0.01,84,8.7
Microsoft,0.03,0.05,0,0.01,20,3.1
Nintendo,0.08,0,0,0.01,56,8.2
Playstation,0.04,0.03,0,0.01,70,7.5
Microsoft,0.05,0.03,0,0.01,30,5.9
Microsoft,0.07,0.01,0,0.01,66,7.1
Nintendo,0.04,0.03,0,0.01,42,5.6
Playstation,0,0.07,0,0.01,74,6.7
Playstation,0.04,0.03,0,0.01,70,8.1
Playstation,0.04,0.03,0,0.01,54,6.9
Playstation,0.07,0.01,0,0.01,70,7
Nintendo,0.06,0.02,0,0,69,9
Microsoft,0.07,0,0,0.01,62,6.5
Playstation,0.04,0.03,0,0.01,63,7.1
Microsoft,0.06,0.02,0,0,82,8.1
Playstation,0.04,0.03,0,0.01,48,6.3
Nintendo,0.08,0,0,0.01,38,3.2
Microsoft,0.08,0,0,0.01,43,6.7
Microsoft,0.06,0.02,0,0.01,73,7.5
Playstation,0.07,0,0,0.01,76,4.5
Playstation,0.04,0,0.03,0.01,85,7.6
Microsoft,0.06,0.02,0,0,72,9.2
Nintendo,0.06,0,0.02,0,76,8.6
Nintendo,0.08,0,0,0.01,34,6.5
Nintendo,0.08,0,0,0.01,75,7.7
Nintendo,0.05,0.02,0,0.01,51,5
Nintendo,0.06,0.02,0,0,64,8.7
Playstation,0.04,0.03,0,0.01,82,7.2
Nintendo,0.07,0,0,0.01,31,5
Nintendo,0.03,0.05,0,0.01,47,4.9
Playstation,0.07,0.01,0,0.01,56,6.3
Playstation,0.04,0.03,0,0.01,73,7.3
Nintendo,0.06,0.02,0,0,80,8.3
Playstation,0.07,0,0,0.01,77,7.7
Nintendo,0.08,0,0,0.01,60,7.8
Microsoft,0.06,0.02,0,0,64,7.7
Playstation,0.04,0.03,0,0.01,49,5
Microsoft,0.06,0.02,0,0,63,7.1
Playstation,0.07,0,0,0.01,45,5.4
Nintendo,0.06,0.02,0,0,77,8.8
Nintendo,0.06,0.02,0,0,74,8.3
Playstation,0.05,0.02,0,0.01,66,6.3
Nintendo,0.06,0.02,0,0,79,8.3
Microsoft,0.06,0.02,0,0,69,6.8
Playstation,0,0,0.08,0,70,7.8
Microsoft,0.07,0,0,0.01,78,7.9
Nintendo,0.08,0,0,0.01,48,7.1
Playstation,0.03,0.03,0,0.01,90,7.6
Playstation,0.05,0.03,0,0.01,69,8.1
Nintendo,0.08,0,0,0.01,47,7.5
Playstation,0.04,0.03,0,0.01,82,7.9
Nintendo,0.06,0.01,0,0.01,46,7.3
Nintendo,0.06,0.01,0,0.01,71,7.8
Playstation,0.04,0.03,0,0.01,76,9.2
Nintendo,0.06,0.02,0,0,75,7.8
Playstation,0.04,0.03,0,0.01,35,4.8
Playstation,0.07,0,0,0.02,77,6.1
Playstation,0.04,0.03,0,0.01,51,6
Playstation,0.04,0.03,0,0.01,44,5.8
Playstation,0.04,0.03,0,0.01,78,8.9
Playstation,0.04,0.03,0,0.01,52,7
Nintendo,0,0.07,0,0,65,5.6
Playstation,0.02,0.05,0,0.01,36,3.7
Microsoft,0.07,0,0,0.01,62,8
Nintendo,0.07,0,0,0.01,20,1.7
Microsoft,0.06,0.01,0,0.01,85,7.4
Microsoft,0.05,0.02,0,0.01,49,6.2
Playstation,0.01,0.01,0.05,0,66,8.6
Playstation,0,0,0.08,0,70,8.8
Microsoft,0.06,0.02,0,0,54,5.8
Nintendo,0.07,0.01,0,0.01,56,7.8
Nintendo,0.04,0.02,0.02,0.01,64,7.4
Playstation,0.07,0,0,0.01,69,3
Playstation,0.03,0.03,0,0.01,51,3.1
Playstation,0.04,0.03,0,0.01,79,8.6
Playstation,0.04,0.03,0,0.01,43,6.7
Nintendo,0.07,0,0,0.01,73,9
Microsoft,0.07,0.01,0,0.01,46,5.2
Playstation,0.04,0.03,0,0.01,58,7.6
Microsoft,0.06,0.01,0,0.01,40,6.8
Nintendo,0.07,0,0,0.01,59,5.6
Microsoft,0.06,0.02,0,0,83,8.4
Playstation,0.04,0.03,0,0.01,80,7.5
Nintendo,0.06,0.02,0,0,80,9.1
Nintendo,0.06,0.01,0,0.01,66,7.8
Microsoft,0.05,0.03,0,0.01,49,5.6
Playstation,0.04,0.03,0,0.01,39,5.8
Playstation,0,0,0.08,0,43,6.7
Microsoft,0.04,0.03,0,0.01,49,5.1
Playstation,0.07,0,0,0.01,83,9
Microsoft,0.04,0,0.03,0,69,7.7
Microsoft,0.06,0.02,0,0,68,7.4
Playstation,0.07,0,0,0.01,61,6.9
Playstation,0.06,0,0,0.01,60,6.7
Nintendo,0.06,0.01,0,0.01,38,5.3
Nintendo,0.07,0,0,0.01,51,6.3
Nintendo,0.06,0.02,0,0.01,64,4.3
Playstation,0.07,0,0,0.01,49,6.5
Playstation,0.06,0,0,0.01,69,7.3
Microsoft,0.06,0.01,0,0.01,74,6.7
Playstation,0.05,0.02,0,0.01,56,5.9
Nintendo,0.05,0.02,0,0.01,64,7
Playstation,0.04,0.03,0,0.01,67,7.4
Microsoft,0.03,0.04,0,0.01,74,7.6
Playstation,0.07,0,0,0.01,72,7.7
Microsoft,0.07,0.01,0,0.01,52,8.7
Nintendo,0.06,0.01,0,0.01,75,6.9
Playstation,0.07,0,0,0.01,51,6
Playstation,0.04,0.03,0,0.01,57,6.8
Microsoft,0.06,0.02,0,0,49,7
Nintendo,0.05,0.02,0,0.01,55,7.5
Playstation,0.04,0.03,0,0.01,60,8.2
Nintendo,0.05,0.02,0,0.01,78,8
Nintendo,0.07,0,0,0.01,83,8.1
Playstation,0.01,0.05,0,0.01,75,8
Nintendo,0,0,0.08,0,63,6.1
Nintendo,0.07,0,0,0.01,54,6
Playstation,0.04,0.03,0,0.01,71,7.7
Microsoft,0.06,0.01,0,0.01,35,5.3
Playstation,0.04,0.03,0,0,37,6.8
Nintendo,0.07,0,0,0.01,73,4.2
Nintendo,0.05,0,0.02,0.01,81,8.5
Playstation,0.04,0.03,0,0.01,75,8
Microsoft,0.06,0.02,0,0,57,8.4
Playstation,0.04,0.03,0,0.01,71,6.6
Nintendo,0.07,0,0,0.01,75,8.3
Microsoft,0.06,0.02,0,0,78,6.3
Nintendo,0.05,0.02,0,0,46,1.7
Nintendo,0.07,0,0,0.01,54,5.7
Microsoft,0.06,0.02,0,0,70,8.9
Playstation,0.07,0,0,0.01,67,6.8
Microsoft,0.06,0.02,0,0,79,5.4
Playstation,0,0.05,0.02,0.01,64,7.1
Playstation,0.04,0.03,0,0.01,72,9
Nintendo,0.07,0,0,0,70,6.3
Nintendo,0.07,0,0,0.01,50,8.1
Playstation,0.05,0.01,0,0.01,71,7.3
Playstation,0.04,0.03,0,0.01,74,7.5
Nintendo,0.06,0.01,0,0.01,50,6.2
Playstation,0.04,0.03,0,0.01,59,6.6
Playstation,0.07,0,0,0.01,36,2.4
Microsoft,0.06,0.02,0,0,75,7.9
Nintendo,0.07,0,0,0.01,33,4.9
Nintendo,0.05,0.02,0,0,78,8.8
Microsoft,0.06,0.01,0,0.01,60,8
Playstation,0.07,0,0,0.01,51,5.3
Playstation,0.07,0,0,0.01,47,7
Playstation,0.04,0.03,0,0.01,40,3.5
Playstation,0.07,0,0,0.01,61,6
Nintendo,0.06,0,0,0.01,70,8.2
Microsoft,0.07,0,0,0.01,49,5.5
Playstation,0.06,0,0,0.01,62,7.7
Playstation,0.04,0.03,0,0.01,27,3.8
Microsoft,0.05,0.02,0,0,70,8.2
Microsoft,0.05,0.02,0,0,50,3.4
Microsoft,0.05,0.02,0,0,75,8.4
Playstation,0.04,0.03,0,0.01,73,8.1
Playstation,0.07,0,0,0,61,7
Playstation,0.04,0.03,0,0.01,64,7
Playstation,0.04,0.03,0,0.01,64,6
Microsoft,0.05,0.02,0,0,67,8.4
Nintendo,0.07,0,0,0.01,58,5.5
Playstation,0.02,0,0.05,0,71,6.2
Playstation,0.04,0.03,0,0.01,33,4.5
Microsoft,0.06,0.01,0,0.01,38,4.1
Playstation,0,0,0.07,0,69,8.4
Playstation,0.06,0,0,0.01,73,7.3
Microsoft,0.05,0.02,0,0,44,8.5
Playstation,0.04,0.03,0,0.01,63,5.3
Microsoft,0.05,0.02,0,0,67,5
Playstation,0.04,0.03,0,0.01,65,7.8
Nintendo,0.05,0,0.02,0,70,9
Nintendo,0.01,0.05,0,0.01,37,3.8
Microsoft,0.05,0.02,0,0,47,8.3
Playstation,0.03,0.03,0,0.01,37,5.9
Nintendo,0.04,0.02,0,0.01,54,6.3
Microsoft,0.07,0,0,0.01,46,7
Playstation,0.03,0.03,0,0.01,50,7.9
Playstation,0.05,0,0.01,0.01,69,6.5
Playstation,0.03,0.03,0,0.01,67,8.8
Playstation,0.03,0,0.03,0.01,78,8.1
Nintendo,0.07,0,0,0.01,78,8.6
Nintendo,0.07,0,0,0.01,23,2.4
Microsoft,0.03,0.04,0,0.01,32,3.8
Nintendo,0.06,0,0,0.01,50,7
Playstation,0.03,0.03,0,0.01,74,8.9
Microsoft,0.05,0.02,0,0,75,8
Playstation,0.04,0.03,0,0,62,7.4
Microsoft,0.06,0,0,0.01,47,4.6
Playstation,0.03,0.03,0,0.01,70,7.4
Microsoft,0.05,0.02,0,0,59,6
Playstation,0.03,0.03,0,0.01,34,3.2
Microsoft,0.06,0.01,0,0.01,36,5.6
Microsoft,0.05,0.02,0,0,71,9
Playstation,0,0.03,0.03,0.01,67,6.8
Nintendo,0.06,0,0,0,73,8
Playstation,0.06,0,0,0.01,32,4.6
Microsoft,0.05,0.02,0,0,47,5.4
Playstation,0.06,0,0,0.01,61,7.4
Nintendo,0.06,0,0,0.01,49,5.6
Microsoft,0.05,0.01,0,0,22,1.8
Playstation,0.03,0.03,0,0.01,75,8.3
Playstation,0,0.01,0.06,0,55,7.4
Nintendo,0,0,0.07,0,49,6.5
Playstation,0.04,0.03,0,0,79,7.8
Microsoft,0.04,0.02,0,0.01,58,6.8
Playstation,0.03,0.03,0,0.01,56,8.3
Nintendo,0.06,0,0,0.01,33,2.7
Playstation,0.02,0.01,0.04,0.01,57,6.4
Playstation,0.03,0.03,0,0.01,67,8.9
Playstation,0.03,0.03,0,0.01,72,7.5
Nintendo,0.06,0,0,0,35,5.6
Microsoft,0.05,0.01,0,0,73,7.8
Nintendo,0.05,0.02,0,0,75,8.4
Microsoft,0.05,0.01,0,0.01,59,5.9
Playstation,0.03,0.03,0,0.01,79,8.2
Nintendo,0.04,0.02,0,0.01,58,8
Playstation,0.06,0,0,0.01,55,7.4
Playstation,0.01,0.05,0,0.01,72,7.8
Nintendo,0.06,0,0,0,65,6.3
Playstation,0.03,0.03,0,0.01,58,7.8
Playstation,0.03,0.03,0,0.01,61,7.7
Playstation,0.04,0.03,0,0,57,8.3
Nintendo,0.06,0,0,0,19,2.7
Playstation,0,0.06,0,0.01,63,8.6
Playstation,0.03,0.03,0,0.01,56,5.4
Microsoft,0,0.03,0.04,0,79,6.2
Playstation,0.02,0,0.05,0,56,6
Nintendo,0.06,0,0,0,82,7.4
Playstation,0.03,0.03,0,0.01,65,8.9
Nintendo,0.06,0,0,0,57,8.8
Playstation,0,0,0.07,0,73,7.7
Nintendo,0.05,0.02,0,0,24,3.7
Microsoft,0.05,0.01,0,0,69,8.8
Playstation,0.03,0.03,0,0.01,73,9
Playstation,0.03,0.03,0,0.01,61,6
Microsoft,0.05,0.01,0,0,69,4.6
Playstation,0.06,0,0,0.01,49,4.4
Nintendo,0.05,0.02,0,0,63,6.8
Microsoft,0.01,0.05,0,0,53,5.1
Microsoft,0.05,0.01,0,0,56,8.1
Nintendo,0.05,0.02,0,0,55,9.3
Playstation,0.03,0.03,0,0.01,73,8.8
Microsoft,0.06,0,0,0.01,56,4.5
Playstation,0.03,0.03,0,0.01,57,8.2
Playstation,0,0.05,0.01,0.01,83,7.9
Playstation,0,0,0.06,0,74,7.8
Microsoft,0.06,0,0,0,47,8.6
Nintendo,0.06,0,0,0,48,6.1
Playstation,0,0.05,0,0.01,89,8.4
Playstation,0.03,0.03,0,0.01,64,4.1
Nintendo,0.06,0,0,0,54,7.1
Nintendo,0.05,0.02,0,0,83,8.5
Microsoft,0.05,0.01,0,0,67,8
Playstation,0.03,0.02,0,0.01,71,8
Nintendo,0.06,0,0,0,64,6
Microsoft,0.05,0.01,0,0,81,8.8
Playstation,0,0.06,0,0.01,72,7.2
Microsoft,0.02,0.04,0,0,44,4.4
Playstation,0.05,0,0.01,0.01,54,6.3
Microsoft,0.05,0.01,0,0,62,5
Microsoft,0.05,0.01,0,0,51,6.9
Playstation,0.03,0.02,0,0.01,69,7.9
Microsoft,0.05,0.01,0,0,32,2.5
Microsoft,0.05,0.01,0,0,63,7.8
Nintendo,0.06,0,0,0,41,2.4
Playstation,0.03,0.02,0,0.01,51,6.7
Microsoft,0.05,0.01,0,0,49,1.5
Playstation,0.06,0,0,0,63,7
Nintendo,0,0.04,0.02,0,66,7.8
Microsoft,0.05,0.01,0,0,85,7.7
Nintendo,0.06,0,0,0,55,7
Playstation,0.03,0.02,0,0.01,68,8.6
Nintendo,0,0,0.06,0,70,7.5
Nintendo,0.04,0.02,0,0.01,45,6.9
Nintendo,0.04,0.01,0.01,0,37,5
Playstation,0.04,0,0.02,0,76,8.5
Microsoft,0.03,0.01,0.02,0,55,7.1
Playstation,0.03,0.02,0,0.01,70,8.7
Playstation,0.03,0.02,0,0.01,45,7.8
Microsoft,0.05,0.01,0,0,83,5.5
Playstation,0.06,0,0,0,78,7.5
Nintendo,0.06,0,0,0,79,8
Nintendo,0.06,0,0,0,37,4.8
Playstation,0.03,0.02,0,0.01,59,4.2
Nintendo,0.05,0.02,0,0,68,6.2
Playstation,0.06,0,0,0,72,7.3
Microsoft,0.05,0.01,0,0,32,5.8
Playstation,0,0.05,0,0.01,73,6.2
Nintendo,0.06,0,0,0,65,5.4
Nintendo,0.05,0.01,0,0.01,57,7.9
Microsoft,0.03,0.02,0,0.01,60,5.8
Microsoft,0.02,0.04,0,0,76,7.7
Nintendo,0.06,0,0,0,72,6.4
Playstation,0.03,0.02,0,0.01,67,8.6
Nintendo,0.04,0.02,0,0,65,8
Playstation,0,0,0.06,0,61,7.5
Nintendo,0.06,0,0,0,35,4.7
Playstation,0.06,0,0,0,55,7.8
Playstation,0.01,0.02,0.02,0.01,83,8.7
Playstation,0.03,0.02,0,0.01,67,7.6
Playstation,0.03,0.02,0,0.01,68,7.8
Nintendo,0.06,0,0,0,59,8
Nintendo,0.06,0,0,0.01,76,7.9
Playstation,0.03,0.02,0,0.01,79,6.9
Microsoft,0.03,0.02,0,0.01,48,4.8
Playstation,0.03,0.02,0,0.01,47,5.4
Playstation,0.03,0.02,0,0.01,61,8
Playstation,0.03,0.02,0,0.01,64,7.9
Microsoft,0.05,0.01,0,0,71,7.6
Playstation,0.02,0.04,0,0.01,60,6.7
Nintendo,0,0.02,0.03,0,72,7.6
Microsoft,0.05,0.01,0,0,77,8.1
Nintendo,0.05,0,0,0,48,7.1
Nintendo,0.04,0.01,0,0,65,7.6
Microsoft,0.05,0.01,0,0,66,8.6
Nintendo,0.06,0,0,0,61,7
Nintendo,0.05,0,0,0,78,8.2
Microsoft,0.05,0.01,0,0,72,6.7
Microsoft,0.05,0,0,0.01,66,6.9
Playstation,0.03,0.02,0,0.01,64,8.1
Playstation,0.05,0,0,0.01,56,6.6
Playstation,0.03,0.02,0,0.01,58,8.5
Playstation,0.03,0.02,0,0.01,57,8.6
Nintendo,0.04,0.02,0,0,67,5.9
Playstation,0.05,0,0,0,52,7.4
Nintendo,0.04,0.02,0,0.01,43,6.5
Nintendo,0.05,0.01,0,0,63,7
Nintendo,0.04,0.02,0,0,44,2.5
Nintendo,0.04,0.02,0,0,80,7.8
Playstation,0.03,0.02,0,0.01,60,7.9
Nintendo,0,0,0.06,0,68,7.8
Microsoft,0.04,0.01,0,0,69,8.4
Playstation,0.05,0,0,0,66,7.4
Playstation,0.03,0.02,0,0.01,50,6.4
Nintendo,0.05,0,0,0,61,8
Microsoft,0,0.05,0,0,58,7.5
Nintendo,0.05,0,0,0,58,7
Microsoft,0.05,0,0,0,29,3.3
Microsoft,0.04,0.01,0,0,69,4.3
Playstation,0.03,0.02,0,0.01,59,6.6
Playstation,0.05,0,0,0,30,3.5
Microsoft,0.05,0,0,0,35,6.1
Nintendo,0.04,0.02,0,0,83,8.9
Microsoft,0.05,0,0,0.01,60,8.4
Microsoft,0.03,0.02,0,0.01,53,6.5
Playstation,0.05,0,0,0.01,78,7.8
Microsoft,0.05,0.01,0,0,42,5
Microsoft,0.04,0.01,0,0,77,8.6
Playstation,0.03,0.02,0,0.01,73,7.8
Playstation,0.03,0.02,0,0.01,44,4.6
Nintendo,0.04,0.02,0,0,74,7.2
Microsoft,0.04,0.01,0,0,45,4.6
Microsoft,0.03,0.02,0,0,54,3.5
Microsoft,0.04,0,0.01,0,44,8.1
Playstation,0.03,0.02,0,0.01,69,7.5
Nintendo,0.04,0.02,0,0,71,9
Playstation,0,0.05,0,0.01,42,4.1
Playstation,0.05,0,0,0.01,73,7.6
Nintendo,0.05,0,0,0,81,7.6
Microsoft,0.04,0.01,0,0,60,7.1
Nintendo,0.05,0,0,0,74,8.2
Nintendo,0.05,0,0,0,71,7.7
Playstation,0.03,0.02,0,0.01,59,8.4
Microsoft,0.03,0.02,0,0,71,7.2
Playstation,0,0.05,0,0.01,25,1.9
Playstation,0.05,0,0,0,60,6.9
Nintendo,0.05,0.01,0,0,33,5.6
Playstation,0.05,0,0,0,60,7.7
Playstation,0.03,0.02,0,0.01,73,8.4
Playstation,0.03,0,0.02,0.01,64,6.4
Microsoft,0.04,0.01,0,0,54,3.6
Nintendo,0.05,0,0,0,70,8.6
Microsoft,0.04,0.01,0,0,69,6.8
Microsoft,0.04,0.01,0,0.01,19,1.3
Microsoft,0.05,0,0,0,52,6.1
Playstation,0.03,0.02,0,0.01,82,7.4
Nintendo,0.05,0,0,0,65,7.9
Microsoft,0.03,0.02,0,0,35,5.2
Nintendo,0.05,0,0,0,30,3.6
Playstation,0.03,0.02,0,0.01,43,6.2
Microsoft,0.04,0.01,0,0,60,8.8
Nintendo,0.04,0.01,0,0,78,9.1
Microsoft,0.04,0.01,0,0,65,7.1
Playstation,0.03,0.02,0,0.01,72,7.2
Nintendo,0.05,0,0,0,42,5.5
Nintendo,0.04,0.01,0,0,70,8.3
Playstation,0.03,0.02,0,0.01,69,7.2
Nintendo,0.05,0,0,0,57,6
Microsoft,0.04,0.01,0,0,80,8.5
Playstation,0.01,0.04,0,0.01,43,6
Microsoft,0.04,0.01,0,0,66,8
Playstation,0.03,0.02,0,0.01,78,8.3
Playstation,0.04,0,0,0.01,57,7.8
Nintendo,0.04,0.01,0,0,76,8.3
Microsoft,0.04,0.01,0,0,74,8.1
Microsoft,0.04,0.01,0,0,71,6.6
Nintendo,0.05,0,0,0,58,7.5
Playstation,0.05,0,0,0,68,7.3
Microsoft,0.04,0.01,0,0,80,8.8
Playstation,0.04,0,0,0.01,52,3.5
Playstation,0.03,0.02,0,0.01,66,7.2
Playstation,0,0,0.05,0,43,7.8
Nintendo,0.04,0.01,0,0,81,8.3
Nintendo,0.05,0,0,0,67,6.8
Microsoft,0.02,0.03,0,0,67,4.9
Nintendo,0.03,0.01,0,0,58,6.5
Microsoft,0.04,0.01,0,0,72,8.2
Nintendo,0.05,0,0,0,58,6
Microsoft,0.04,0.01,0,0,79,8.3
Playstation,0.03,0.02,0,0.01,72,7.3
Microsoft,0.05,0,0,0,49,6.3
Microsoft,0.04,0.01,0,0,66,5.5
Microsoft,0.04,0.01,0,0,71,7.8
Playstation,0.03,0.01,0,0.01,76,8
Playstation,0.03,0.02,0,0.01,70,4.4
Playstation,0.03,0.02,0,0.01,37,5.9
Microsoft,0.03,0.02,0,0,48,7.1
Playstation,0.05,0,0,0,50,6.5
Microsoft,0.03,0.02,0,0,51,4.1
Microsoft,0.04,0.01,0,0.01,77,7.1
Microsoft,0,0.04,0,0.01,77,8.6
Microsoft,0.05,0,0,0,33,6.6
Nintendo,0.04,0.01,0,0,68,8.2
Nintendo,0.04,0.01,0,0,82,7.9
Nintendo,0.03,0.01,0,0,75,7.8
Nintendo,0.05,0,0,0,60,7
Playstation,0.02,0,0.02,0.01,78,7.4
Nintendo,0.05,0,0,0,66,4.1
Microsoft,0.03,0.01,0.01,0,74,8.3
Playstation,0.02,0.02,0,0.01,58,6.3
Nintendo,0.05,0,0,0,26,2.8
Nintendo,0.03,0,0.01,0,37,5.1
Nintendo,0.04,0,0,0,79,8.1
Playstation,0,0,0.05,0,81,8.3
Nintendo,0.04,0,0,0,69,6.3
Playstation,0.05,0,0,0,51,4.5
Microsoft,0.04,0.01,0,0,64,6
Playstation,0.02,0.01,0.01,0,81,8.8
Microsoft,0.04,0.01,0,0,71,8.2
Microsoft,0,0.05,0,0,77,6.7
Nintendo,0.05,0,0,0,60,5.8
Nintendo,0.04,0.01,0,0,75,9.1
Microsoft,0,0.04,0,0.01,46,7.6
Nintendo,0.04,0.01,0,0,71,7.6
Playstation,0.02,0.02,0,0.01,65,7.8
Playstation,0.04,0,0,0,74,7.8
Nintendo,0.02,0.01,0.01,0,64,5.1
