"","Platform","Genre","Publisher","Global_Sales"
"15294","PS2","Adventure","Idea Factory","[0.01,0.09)"
"15295","3DS","Action","Arc System Works","[0.01,0.09)"
"15296","GC","Platform","TDK Mediactive","[0.01,0.09)"
"15297","PS2","Adventure","Broccoli","[0.01,0.09)"
"15298","PSP","Adventure","NetRevo","[0.01,0.09)"
"15299","PS2","Racing","Vivendi Games","[0.01,0.09)"
"15300","DS","Role-Playing","Konami Digital Entertainment","[0.01,0.09)"
"15301","PC","Racing","Codemasters","[0.01,0.09)"
"15302","PS","Adventure","Coconuts Japan","[0.01,0.09)"
"15303","PC","Platform","Activision","[0.01,0.09)"
"15304","X360","Adventure","5pb","[0.01,0.09)"
"15305","DS","Platform","Jack of All Games","[0.01,0.09)"
"15306","PC","Action","Alternative Software","[0.01,0.09)"
"15307","DS","Misc","Tecmo Koei","[0.01,0.09)"
"15308","PC","Role-Playing","Codemasters Online","[0.01,0.09)"
"15309","DS","Strategy","Storm City Games","[0.01,0.09)"
"15310","PC","Strategy","CDV Software Entertainment","[0.01,0.09)"
"15311","PS3","Role-Playing","Capcom","[0.01,0.09)"
"15312","XB","Fighting","SNK Playmore","[0.01,0.09)"
"15313","PS2","Racing","XS Games","[0.01,0.09)"
"15314","PSP","Puzzle","D3Publisher","[0.01,0.09)"
"15315","PS","Adventure","Sony Computer Entertainment","[0.01,0.09)"
"15316","DS","Adventure","Marvelous Interactive","[0.01,0.09)"
"15317","DS","Adventure","Focus Home Interactive","[0.01,0.09)"
"15318","DS","Action","Majesco Entertainment","[0.01,0.09)"
"15319","PSP","Adventure","Idea Factory","[0.01,0.09)"
"15320","GBA","Sports","Aspyr","[0.01,0.09)"
"15321","X360","Adventure","Focus Home Interactive","[0.01,0.09)"
"15322","PS2","Action","Takara","[0.01,0.09)"
"15323","PS2","Adventure","D3Publisher","[0.01,0.09)"
"15324","X360","Action","Unknown","[0.01,0.09)"
"15325","DS","Simulation","Marvelous Interactive","[0.01,0.09)"
"15326","GBA","Misc","N/A","[0.01,0.09)"
"15327","PSP","Role-Playing","Starfish","[0.01,0.09)"
"15328","DS","Shooter","Lexicon Entertainment","[0.01,0.09)"
"15329","PS2","Adventure","Alchemist","[0.01,0.09)"
"15330","PC","Role-Playing","Electronic Arts","[0.01,0.09)"
"15331","Wii","Fighting","Marvelous Interactive","[0.01,0.09)"
"15332","PS3","Role-Playing","Nippon Ichi Software","[0.01,0.09)"
"15333","PS3","Shooter","Alchemist","[0.01,0.09)"
"15334","Wii","Action","UFO Interactive","[0.01,0.09)"
"15335","DS","Adventure","Idea Factory","[0.01,0.09)"
"15336","DS","Puzzle","Unknown","[0.01,0.09)"
"15337","3DS","Action","Little Orbit","[0.01,0.09)"
"15338","GBA","Role-Playing","Konami Digital Entertainment","[0.01,0.09)"
"15339","PS4","Action","Capcom","[0.01,0.09)"
"15340","PC","Shooter","Deep Silver","[0.01,0.09)"
"15341","PSP","Adventure","Idea Factory","[0.01,0.09)"
"15342","XOne","Role-Playing","Focus Home Interactive","[0.01,0.09)"
"15343","PS3","Adventure","Namco Bandai Games","[0.01,0.09)"
"15344","PC","Racing","Codemasters","[0.01,0.09)"
"15345","PC","Simulation","Unknown","[0.01,0.09)"
"15346","Wii","Sports","Blast! Entertainment Ltd","[0.01,0.09)"
"15347","SAT","Adventure","Quintet","[0.01,0.09)"
"15348","PS3","Action","Namco Bandai Games","[0.01,0.09)"
"15349","GBA","Sports","Unknown","[0.01,0.09)"
"15350","PC","Strategy","Iceberg Interactive","[0.01,0.09)"
"15351","WiiU","Shooter","Activision","[0.01,0.09)"
"15352","DS","Shooter","Phoenix Games","[0.01,0.09)"
"15353","PSV","Action","Idea Factory","[0.01,0.09)"
"15354","PC","Simulation","N/A","[0.01,0.09)"
"15355","XB","Action","Sega","[0.01,0.09)"
"15356","PSP","Action","D3Publisher","[0.01,0.09)"
"15357","Wii","Fighting","Namco Bandai Games","[0.01,0.09)"
"15358","PSP","Adventure","Alchemist","[0.01,0.09)"
"15359","3DS","Adventure","Big Ben Interactive","[0.01,0.09)"
"15360","PSP","Misc","Dorart","[0.01,0.09)"
"15361","DS","Sports","Mumbo Jumbo","[0.01,0.09)"
"15362","GBA","Platform","THQ","[0.01,0.09)"
"15363","GBA","Racing","Destination Software, Inc","[0.01,0.09)"
"15364","XB","Shooter","Kemco","[0.01,0.09)"
"15365","DS","Adventure","Arc System Works","[0.01,0.09)"
"15366","PS","Simulation","Konami Digital Entertainment","[0.01,0.09)"
"15367","PSP","Role-Playing","FuRyu","[0.01,0.09)"
"15368","Wii","Adventure","Destineer","[0.01,0.09)"
"15369","DS","Adventure","Namco Bandai Games","[0.01,0.09)"
"15370","PSV","Role-Playing","Nihon Falcom Corporation","[0.01,0.09)"
"15371","Wii","Adventure","Ubisoft","[0.01,0.09)"
"15372","DS","Action","Avanquest Software","[0.01,0.09)"
"15373","N64","Sports","Athena","[0.01,0.09)"
"15374","N64","Puzzle","Mindscape","[0.01,0.09)"
"15375","DS","Simulation","MTO","[0.01,0.09)"
"15376","PSP","Strategy","Namco Bandai Games","[0.01,0.09)"
"15377","DS","Racing","Storm City Games","[0.01,0.09)"
"15378","PC","Simulation","Electronic Arts","[0.01,0.09)"
"15379","PS","Adventure","Ubisoft","[0.01,0.09)"
"15380","PSP","Adventure","Quinrose","[0.01,0.09)"
"15381","DS","Role-Playing","Square Enix","[0.01,0.09)"
"15382","PS2","Platform","Natsume","[0.01,0.09)"
"15383","PS","Action","Virgin Interactive","[0.01,0.09)"
"15384","PSV","Action","Sega","[0.01,0.09)"
"15385","PS3","Misc","Namco Bandai Games","[0.01,0.09)"
"15386","PSP","Role-Playing","Starfish","[0.01,0.09)"
"15387","PSP","Misc","Sony Computer Entertainment","[0.01,0.09)"
"15388","XB","Racing","Acclaim Entertainment","[0.01,0.09)"
"15389","PSP","Adventure","Broccoli","[0.01,0.09)"
"15390","PC","Racing","Namco Bandai Games","[0.01,0.09)"
"15391","PSP","Role-Playing","Starfish","[0.01,0.09)"
"15392","PSP","Misc","Sega","[0.01,0.09)"
"15393","3DS","Action","Namco Bandai Games","[0.01,0.09)"
"15394","PSV","Role-Playing","Sony Computer Entertainment","[0.01,0.09)"
"15395","PS4","Action","Avanquest","[0.01,0.09)"
"15396","DS","Simulation","DSI Games","[0.01,0.09)"
"15397","DS","Simulation","Marvelous Interactive","[0.01,0.09)"
"15398","PSP","Action","Comfort","[0.01,0.09)"
"15399","PS3","Role-Playing","Falcom Corporation","[0.01,0.09)"
"15400","XB","Racing","Take-Two Interactive","[0.01,0.09)"
"15401","PSV","Adventure","Nippon Ichi Software","[0.01,0.09)"
"15402","GC","Sports","Konami Digital Entertainment","[0.01,0.09)"
"15403","PS2","Sports","Tecmo Koei","[0.01,0.09)"
"15404","PS4","Action","Capcom","[0.01,0.09)"
"15405","PS2","Action","Russel","[0.01,0.09)"
"15406","PSP","Adventure","D3Publisher","[0.01,0.09)"
"15407","WiiU","Fighting","Tecmo Koei","[0.01,0.09)"
"15408","Wii","Racing","Nordic Games","[0.01,0.09)"
"15409","GBA","Action","Atari","[0.01,0.09)"
"15410","PC","Role-Playing","Square Enix","[0.01,0.09)"
"15411","PS2","Simulation","Konami Digital Entertainment","[0.01,0.09)"
"15412","PS2","Sports","Atari","[0.01,0.09)"
"15413","DS","Puzzle","Destineer","[0.01,0.09)"
"15414","PSP","Adventure","Idea Factory","[0.01,0.09)"
"15415","X360","Strategy","Microsoft Game Studios","[0.01,0.09)"
"15416","PC","Simulation","Atari","[0.01,0.09)"
"15417","PSP","Adventure","5pb","[0.01,0.09)"
"15418","PC","Strategy","Iceberg Interactive","[0.01,0.09)"
"15419","Wii","Puzzle","System 3 Arcade Software","[0.01,0.09)"
"15420","PSP","Role-Playing","Falcom Corporation","[0.01,0.09)"
"15421","XB","Misc","Mastiff","[0.01,0.09)"
"15422","PSP","Adventure","Kadokawa Shoten","[0.01,0.09)"
"15423","PS3","Adventure","Namco Bandai Games","[0.01,0.09)"
"15424","PC","Simulation","Electronic Arts","[0.01,0.09)"
"15425","PSV","Adventure","Marvelous Games","[0.01,0.09)"
"15426","PS2","Platform","Evolved Games","[0.01,0.09)"
"15427","DS","Strategy","Zushi Games","[0.01,0.09)"
"15428","PC","Simulation","Electronic Arts","[0.01,0.09)"
"15429","PS2","Role-Playing","Sega","[0.01,0.09)"
"15430","PC","Sports","Sega","[0.01,0.09)"
"15431","PC","Simulation","Codemasters","[0.01,0.09)"
"15432","PSP","Action","Namco Bandai Games","[0.01,0.09)"
"15433","3DS","Action","Namco Bandai Games","[0.01,0.09)"
"15434","PC","Role-Playing","Paradox Interactive","[0.01,0.09)"
"15435","Wii","Adventure","SouthPeak Games","[0.01,0.09)"
"15436","PC","Puzzle","Focus Multimedia","[0.01,0.09)"
"15437","X360","Shooter","Nordic Games","[0.01,0.09)"
"15438","PC","Action","Capcom","[0.01,0.09)"
"15439","PSP","Simulation","Tecmo Koei","[0.01,0.09)"
"15440","DS","Puzzle","Eidos Interactive","[0.01,0.09)"
"15441","3DS","Action","Arc System Works","[0.01,0.09)"
"15442","PC","Action","Eidos Interactive","[0.01,0.09)"
"15443","PS4","Action","Nordic Games","[0.01,0.09)"
"15444","PC","Sports","Electronic Arts","[0.01,0.09)"
"15445","DS","Puzzle","Activision","[0.01,0.09)"
"15446","PS3","Role-Playing","Nippon Ichi Software","[0.01,0.09)"
"15447","PSV","Strategy","Tecmo Koei","[0.01,0.09)"
"15448","Wii","Simulation","7G//AMES","[0.01,0.09)"
"15449","PS2","Action","Namco Bandai Games","[0.01,0.09)"
"15450","PSV","Action","Tecmo Koei","[0.01,0.09)"
"15451","DS","Action","Namco Bandai Games","[0.01,0.09)"
"15452","PC","Strategy","Unknown","[0.01,0.09)"
"15453","PC","Role-Playing","Paradox Interactive","[0.01,0.09)"
"15454","GBA","Role-Playing","Victor Interactive","[0.01,0.09)"
"15455","PC","Shooter","Gathering of Developers","[0.01,0.09)"
"15456","PSP","Adventure","D3Publisher","[0.01,0.09)"
"15457","XB","Fighting","Atari","[0.01,0.09)"
"15458","PS3","Adventure","5pb","[0.01,0.09)"
"15459","Wii","Sports","XS Games","[0.01,0.09)"
"15460","PSP","Role-Playing","Sony Computer Entertainment","[0.01,0.09)"
"15461","PC","Shooter","Empire Interactive","[0.01,0.09)"
"15462","PSP","Adventure","Prototype","[0.01,0.09)"
"15463","PC","Shooter","Electronic Arts","[0.01,0.09)"
"15464","PS2","Adventure","Alchemist","[0.01,0.09)"
"15465","PS4","Sports","Avanquest","[0.01,0.09)"
"15466","DS","Action","Zushi Games","[0.01,0.09)"
"15467","WiiU","Platform","Deep Silver","[0.01,0.09)"
"15468","PC","Puzzle","Avanquest","[0.01,0.09)"
"15469","PC","Strategy","Atari","[0.01,0.09)"
"15470","PS3","Action","Namco Bandai Games","[0.01,0.09)"
"15471","PC","Adventure","Microids","[0.01,0.09)"
"15472","PS2","Sports","Sega","[0.01,0.09)"
"15473","PSV","Action","Compile Heart","[0.01,0.09)"
"15474","PS","Sports","Psygnosis","[0.01,0.09)"
"15475","PS4","Action","D3Publisher","[0.01,0.09)"
"15476","PS4","Role-Playing","Idea Factory","[0.01,0.09)"
"15477","Wii","Racing","Unknown","[0.01,0.09)"
"15478","PSP","Fighting","Namco Bandai Games","[0.01,0.09)"
"15479","PSP","Adventure","CyberFront","[0.01,0.09)"
"15480","3DO","Simulation","Imageworks","[0.01,0.09)"
"15481","PC","Shooter","Activision","[0.01,0.09)"
"15482","PS4","Adventure","Microids","[0.01,0.09)"
"15483","PS3","Action","Ubisoft","[0.01,0.09)"
"15484","PS2","Adventure","Success","[0.01,0.09)"
"15485","DS","Platform","Rising Star Games","[0.01,0.09)"
"15486","PC","Strategy","THQ","[0.01,0.09)"
"15487","GBA","Strategy","Titus","[0.01,0.09)"
"15488","XB","Platform","Global Star","[0.01,0.09)"
"15489","PSV","Action","Tecmo Koei","[0.01,0.09)"
"15490","DS","Simulation","Ghostlight","[0.01,0.09)"
"15491","3DS","Strategy","Atlus","[0.01,0.09)"
"15492","PSP","Role-Playing","Hudson Soft","[0.01,0.09)"
"15493","PC","Strategy","Eidos Interactive","[0.01,0.09)"
"15494","PSV","Action","D3Publisher","[0.01,0.09)"
"15495","GC","Racing","Acclaim Entertainment","[0.01,0.09)"
"15496","PC","Misc","Focus Multimedia","[0.01,0.09)"
"15497","PSV","Action","Nippon Ichi Software","[0.01,0.09)"
"15498","Wii","Shooter","UFO Interactive","[0.01,0.09)"
"15499","3DS","Puzzle","Licensed 4U","[0.01,0.09)"
"15500","XB","Sports","Konami Digital Entertainment","[0.01,0.09)"
"15501","PSP","Misc","Karin Entertainment","[0.01,0.09)"
"15502","DS","Simulation","DreamCatcher Interactive","[0.01,0.09)"
"15503","PS","Strategy","Infogrames","[0.01,0.09)"
"15504","PS2","Fighting","Marvelous Interactive","[0.01,0.09)"
"15505","X360","Shooter","Cave","[0.01,0.09)"
"15506","PS","Shooter","Namco Bandai Games","[0.01,0.09)"
"15507","PSP","Adventure","Broccoli","[0.01,0.09)"
"15508","PS3","Action","Capcom","[0.01,0.09)"
"15509","PSV","Adventure","Idea Factory","[0.01,0.09)"
"15510","X360","Action","Cave","[0.01,0.09)"
"15511","PC","Adventure","Ubisoft","[0.01,0.09)"
"15512","PSP","Misc","AQ Interactive","[0.01,0.09)"
"15513","PSP","Action","Idea Factory","[0.01,0.09)"
"15514","PS2","Role-Playing","Spike","[0.01,0.09)"
"15515","PS2","Shooter","Alchemist","[0.01,0.09)"
"15516","PS","Puzzle","Midas Interactive Entertainment","[0.01,0.09)"
"15517","PSP","Role-Playing","Namco Bandai Games","[0.01,0.09)"
"15518","PC","Simulation","Aerosoft","[0.01,0.09)"
"15519","DS","Racing","Zoo Games","[0.01,0.09)"
"15520","PS2","Simulation","Hamster Corporation","[0.01,0.09)"
"15521","GBA","Misc","Disney Interactive Studios","[0.01,0.09)"
"15522","GC","Action","Ubisoft","[0.01,0.09)"
"15523","PC","Racing","Ubisoft","[0.01,0.09)"
"15524","X360","Misc","THQ","[0.01,0.09)"
"15525","DS","Adventure","Kadokawa Shoten","[0.01,0.09)"
"15526","GBA","Action","Konami Digital Entertainment","[0.01,0.09)"
"15527","PS2","Adventure","5pb","[0.01,0.09)"
"15528","PS2","Adventure","Taito","[0.01,0.09)"
"15529","XB","Sports","Electronic Arts","[0.01,0.09)"
"15530","X360","Action","Ubisoft","[0.01,0.09)"
"15531","Wii","Sports","Destineer","[0.01,0.09)"
"15532","PS3","Action","D3Publisher","[0.01,0.09)"
"15533","WiiU","Action","Namco Bandai Games","[0.01,0.09)"
"15534","GBA","Misc","Hasbro Interactive","[0.01,0.09)"
"15535","XB","Shooter","Eidos Interactive","[0.01,0.09)"
"15536","TG16","Shooter","Hudson Soft","[0.01,0.09)"
"15537","PS2","Action","Marvelous Interactive","[0.01,0.09)"
"15538","GBA","Action","Ubisoft","[0.01,0.09)"
"15539","PS2","Simulation","Konami Digital Entertainment","[0.01,0.09)"
"15540","PS4","Puzzle","Devolver Digital","[0.01,0.09)"
"15541","PS","Action","Acclaim Entertainment","[0.01,0.09)"
"15542","PC","Shooter","Atari","[0.01,0.09)"
"15543","PSP","Adventure","Prototype","[0.01,0.09)"
"15544","3DS","Action","IE Institute","[0.01,0.09)"
"15545","DS","Misc","Atlus","[0.01,0.09)"
"15546","PS2","Simulation","Konami Digital Entertainment","[0.01,0.09)"
"15547","XB","Adventure","THQ","[0.01,0.09)"
"15548","DS","Misc","Tommo","[0.01,0.09)"
"15549","Wii","Shooter","Unknown","[0.01,0.09)"
"15550","PSP","Adventure","Idea Factory","[0.01,0.09)"
"15551","PSP","Adventure","Idea Factory","[0.01,0.09)"
"15552","PS2","Strategy","Konami Digital Entertainment","[0.01,0.09)"
"15553","PSP","Adventure","5pb","[0.01,0.09)"
"15554","NG","Sports","Technos Japan Corporation","[0.01,0.09)"
"15555","PSV","Adventure","dramatic create","[0.01,0.09)"
"15556","3DS","Action","Namco Bandai Games","[0.01,0.09)"
"15557","DS","Misc","Namco Bandai Games","[0.01,0.09)"
"15558","PSV","Adventure","Prototype","[0.01,0.09)"
"15559","DS","Platform","Game Factory","[0.01,0.09)"
"15560","Wii","Role-Playing","Kadokawa Shoten","[0.01,0.09)"
"15561","PS3","Action","Arc System Works","[0.01,0.09)"
"15562","PSV","Action","5pb","[0.01,0.09)"
"15563","GBA","Adventure","Vivendi Games","[0.01,0.09)"
"15564","PC","Sports","Focus Home Interactive","[0.01,0.09)"
"15565","PSP","Adventure","Unknown","[0.01,0.09)"
"15566","PC","Role-Playing","Koch Media","[0.01,0.09)"
"15567","PS3","Misc","Namco Bandai Games","[0.01,0.09)"
"15568","Wii","Simulation","Midas Interactive Entertainment","[0.01,0.09)"
"15569","PSP","Racing","Codemasters","[0.01,0.09)"
"15570","PSP","Role-Playing","Kadokawa Games","[0.01,0.09)"
"15571","3DS","Action","Tecmo Koei","[0.01,0.09)"
"15572","PC","Strategy","Playlogic Game Factory","[0.01,0.09)"
"15573","PC","Action","Ubisoft","[0.01,0.09)"
"15574","DS","Sports","Blast! Entertainment Ltd","[0.01,0.09)"
"15575","PC","Misc","Avanquest Software","[0.01,0.09)"
"15576","DS","Action","Majesco Entertainment","[0.01,0.09)"
"15577","PS2","Role-Playing","Sega","[0.01,0.09)"
"15578","PSV","Misc","Marvelous Interactive","[0.01,0.09)"
"15579","PSP","Action","Takara Tomy","[0.01,0.09)"
"15580","PS2","Sports","Unknown","[0.01,0.09)"
"15581","DS","Sports","Ignition Entertainment","[0.01,0.09)"
"15582","3DS","Misc","Happinet","[0.01,0.09)"
"15583","PSV","Racing","Milestone S.r.l.","[0.01,0.09)"
"15584","DS","Puzzle","Hudson Soft","[0.01,0.09)"
"15585","PS2","Adventure","Prototype","[0.01,0.09)"
"15586","DS","Simulation","Square Enix","[0.01,0.09)"
"15587","PS2","Role-Playing","Namco Bandai Games","[0.01,0.09)"
"15588","DS","Misc","Gakken","[0.01,0.09)"
"15589","DS","Action","Namco Bandai Games","[0.01,0.09)"
"15590","PC","Puzzle","PopCap Games","[0.01,0.09)"
"15591","PSP","Misc","Asgard","[0.01,0.09)"
"15592","PSP","Puzzle","DHM Interactive","[0.01,0.09)"
"15593","XB","Sports","Konami Digital Entertainment","[0.01,0.09)"
"15594","PS2","Sports","Tecmo Koei","[0.01,0.09)"
"15595","Wii","Racing","Popcorn Arcade","[0.01,0.09)"
"15596","XB","Action","Vivendi Games","[0.01,0.09)"
"15597","X360","Shooter","5pb","[0.01,0.09)"
"15598","DS","Sports","DSI Games","[0.01,0.09)"
"15599","PS3","Shooter","Activision","[0.01,0.09)"
"15600","PS2","Fighting","Ignition Entertainment","[0.01,0.09)"
"15601","DS","Simulation","Rondomedia","[0.01,0.09)"
"15602","PC","Strategy","Electronic Arts","[0.01,0.09)"
"15603","PSP","Misc","Kadokawa Shoten","[0.01,0.09)"
"15604","PS2","Adventure","Victor Interactive","[0.01,0.09)"
"15605","DS","Puzzle","Neko Entertainment","[0.01,0.09)"
"15606","PC","Shooter","Activision","[0.01,0.09)"
"15607","DS","Misc","Unknown","[0.01,0.09)"
"15608","PS2","Action","Sega","[0.01,0.09)"
"15609","GBA","Action","BAM! Entertainment","[0.01,0.09)"
"15610","PC","Shooter","Mastiff","[0.01,0.09)"
"15611","X360","Sports","Black Bean Games","[0.01,0.09)"
"15612","PC","Adventure","Big Fish Games","[0.01,0.09)"
"15613","XOne","Action","Ubisoft","[0.01,0.09)"
"15614","PS3","Action","Tecmo Koei","[0.01,0.09)"
"15615","PSP","Adventure","Alchemist","[0.01,0.09)"
"15616","3DS","Action","Irem Software Engineering","[0.01,0.09)"
"15617","DS","Misc","Namco Bandai Games","[0.01,0.09)"
"15618","PS2","Racing","SouthPeak Games","[0.01,0.09)"
"15619","3DS","Action","Namco Bandai Games","[0.01,0.09)"
"15620","PS2","Adventure","Kadokawa Shoten","[0.01,0.09)"
"15621","PS2","Adventure","D3Publisher","[0.01,0.09)"
"15622","DS","Sports","Ghostlight","[0.01,0.09)"
"15623","GBA","Puzzle","Conspiracy Entertainment","[0.01,0.09)"
"15624","PSP","Adventure","Alchemist","[0.01,0.09)"
"15625","Wii","Puzzle","UFO Interactive","[0.01,0.09)"
"15626","DS","Adventure","505 Games","[0.01,0.09)"
"15627","PC","Action","Eidos Interactive","[0.01,0.09)"
"15628","Wii","Racing","Codemasters","[0.01,0.09)"
"15629","PS","Action","Agetec","[0.01,0.09)"
"15630","PS2","Fighting","Sunrise Interactive","[0.01,0.09)"
"15631","GBA","Role-Playing","Hudson Entertainment","[0.01,0.09)"
"15632","XB","Fighting","Konami Digital Entertainment","[0.01,0.09)"
"15633","GBA","Puzzle","Telegames","[0.01,0.09)"
"15634","PC","Simulation","Microsoft Game Studios","[0.01,0.09)"
"15635","PSP","Action","Idea Factory","[0.01,0.09)"
"15636","PS2","Action","Marvelous Interactive","[0.01,0.09)"
"15637","Wii","Misc","Namco Bandai Games","[0.01,0.09)"
"15638","XB","Shooter","Titus","[0.01,0.09)"
"15639","PSP","Role-Playing","Starfish","[0.01,0.09)"
"15640","PC","Action","Square Enix","[0.01,0.09)"
"15641","PC","Action","Square Enix","[0.01,0.09)"
"15642","PSV","Adventure","Prototype","[0.01,0.09)"
"15643","PS2","Role-Playing","Idea Factory","[0.01,0.09)"
"15644","PSP","Action","CyberFront","[0.01,0.09)"
"15645","GC","Sports","Sega","[0.01,0.09)"
"15646","Wii","Sports","Oxygen Interactive","[0.01,0.09)"
"15647","PS3","Sports","Focus Home Interactive","[0.01,0.09)"
"15648","XB","Sports","Activision","[0.01,0.09)"
"15649","PS","Role-Playing","ArtDink","[0.01,0.09)"
"15650","Wii","Sports","Virtual Play Games","[0.01,0.09)"
"15651","GBA","Misc","Atari","[0.01,0.09)"
"15652","PC","Simulation","Interplay","[0.01,0.09)"
